id,name,irish_name,county,country,eircode,grid_reference,easting,northing,latitude,longitude,postal_town,local_government_area,province,nuts3_region,type
174,Affane Hunter,Áth Mheáin,Waterford,Republic of Ireland,P51,X113977,211311,97709,52.13164,-7.83555,Mallow,Waterford City And County Council,Munster,South-East,Townland
175,Affick,Áth an Phoic,Clare,Republic of Ireland,V95,R465850,146589,185054,52.91401,-8.79469,Ennis,Clare County Council,Munster,Mid-West,Townland
176,Affoley,An Athbhuaile,Tipperary,Republic of Ireland,E41,S334423,233444,142376,52.53214,-7.50792,Thurles,Tipperary County Council,Munster,South-East,Townland
177,Affollus,,Meath,Republic of Ireland,A86,N961411,296151,241110,53.41159,-6.55480,Dunboyne,Meath County Council,Leinster,Mid-East,Townland
178,Affouley,An Athbhuaile,Kerry,Republic of Ireland,V31,Q941366,94140,136667,52.47160,-9.55855,Listowel,Kerry County Council,Munster,South-West,Townland
179,Afoley,,Laois,Republic of Ireland,R32,N349115,234971,211522,53.15334,-7.47801,Portlaoise,Laois County Council,Leinster,Midland,Townland
180,Agall,Áth Gall,Offaly,Republic of Ireland,R35,N265229,226544,222934,53.25636,-7.60302,Tullamore,Offaly County Council,Leinster,Midland,Townland
181,Aggard Beg,An tAgard Beag,Galway,Republic of Ireland,H91,M496173,149682,217347,53.20445,-8.75375,Galway,Galway County Council,Connacht,West,Townland
182,Aggard More,An tAgard Mór,Galway,Republic of Ireland,H91,M498189,149851,218992,53.21923,-8.75148,Galway,Galway County Council,Connacht,West,Townland
183,Agha,Achadh,Carlow,Republic of Ireland,R93,S733652,273330,165222,52.73348,-6.91518,Carlow,Carlow County Council,Leinster,South-East,Townland
184,Agha,Achadh,Cork,Republic of Ireland,P72,W499400,149962,40036,51.61121,-8.72304,Bandon,Cork County Council,Munster,South-West,Townland
185,Agha,Achadh,Kilkenny,Republic of Ireland,R95,S567624,256779,162441,52.71049,-7.16065,Kilkenny,Kilkenny County Council,Leinster,South-East,Townland
186,Aghabane,,Cavan,Republic of Ireland,H12,H289083,228901,308334,54.02350,-7.55978,Cavan,Cavan County Council,Ulster,Border,Townland
187,Aghabeg,,Carlow,Republic of Ireland,R21,S754575,275455,157582,52.66456,-6.88549,Muine Bheag,Carlow County Council,Leinster,South-East,Townland
188,Aghabeg,Achadh Beag,Cork,Republic of Ireland,P75,V774471,77442,47158,51.66408,-9.77203,Bantry,Cork County Council,Munster,South-West,Townland
189,Aghabeg East,Achadh Beag Thoir,Kerry,Republic of Ireland,V92,Q865297,86550,129755,52.40798,-9.66784,Tralee,Kerry County Council,Munster,South-West,Townland
190,Aghabeg Middle,Achadh Beag Meánach,Kerry,Republic of Ireland,V92,Q854294,85441,129467,52.40516,-9.68403,Tralee,Kerry County Council,Munster,South-West,Townland
191,Aghabeg West,Achadh Beag Thiar,Kerry,Republic of Ireland,V92,Q849299,84904,129965,52.40952,-9.69209,Tralee,Kerry County Council,Munster,South-West,Townland
192,Aghabehy,,Roscommon,Republic of Ireland,N41,G897157,189794,315780,54.09109,-8.15671,Carrick-On-Shannon,Roscommon County Council,Connacht,West,Townland
193,Aghaboe,Achadh Bhó,Laois,Republic of Ireland,R32,S322864,232294,186481,52.92851,-7.52052,Portlaoise,Laois County Council,Leinster,Midland,Townland
194,Aghaboe,Achadh Bhó,Laois,Republic of Ireland,R32,S328855,232879,185578,52.92036,-7.51191,Portlaoise,Laois County Council,Leinster,Midland,Town/Village
195,Aghabog,Achadh Bog,Monaghan,Republic of Ireland,H18,H591223,259128,322396,54.14724,-7.09589,Monaghan,Monaghan County Council,Ulster,Border,Townland
196,Aghaboneill,Achadh Boithe Néill,Leitrim,Republic of Ireland,N41,H079059,207904,305978,54.00308,-7.88020,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
197,Aghaboy,,Cavan,Republic of Ireland,N39,N365834,236569,283490,53.79982,-7.44576,Longford,Cavan County Council,Ulster,Border,Townland
198,Aghaboy,,Cavan,Republic of Ireland,H14,H161267,216118,326783,54.18980,-7.75384,Belturbet,Cavan County Council,Ulster,Border,Townland
199,Aghaboy,Achadh Buí,Longford,Republic of Ireland,N39,N289774,228973,277454,53.74607,-7.56160,Longford,Longford County Council,Leinster,Midland,Townland
200,Aghaboy,Achadh Buí,Monaghan,Republic of Ireland,H18,H628348,262844,334824,54.25843,-7.03644,Monaghan,Monaghan County Council,Ulster,Border,Townland
201,Aghaboy,Achadh Buí,Offaly,Republic of Ireland,R42,N124244,212439,224462,53.27061,-7.81430,Birr,Offaly County Council,Leinster,Midland,Townland
202,Aghaboy North,Achadh Buí Thuaidh,Monaghan,Republic of Ireland,H18,H629382,262935,338299,54.28963,-7.03431,Monaghan,Monaghan County Council,Ulster,Border,Townland
203,Aghaboys,An tÁth Buí,Louth,Republic of Ireland,A91,J065105,306513,310571,54.03342,-6.37516,Dundalk,Louth County Council,Leinster,Border,Townland
204,Aghaboy South,Achadh Buí Theas,Monaghan,Republic of Ireland,H18,H592353,259263,335390,54.26394,-7.09126,Monaghan,Monaghan County Council,Ulster,Border,Townland
205,Aghabrack,Achadh Breac,Longford,Republic of Ireland,N39,N339785,233964,278533,53.75546,-7.48583,Longford,Longford County Council,Leinster,Midland,Townland
206,Aghabrack,,Westmeath,Republic of Ireland,N91,N297447,229781,244720,53.45194,-7.55247,Mullingar,Westmeath County Council,Leinster,Midland,Townland
207,Aghabrick,Achadh an Bhroic,Monaghan,Republic of Ireland,H18,H719330,271944,333037,54.24118,-6.89726,Monaghan,Monaghan County Council,Ulster,Border,Townland
208,Aghabullogue,Achadh Bolg,Cork,Republic of Ireland,P12,W444771,144498,77159,51.94430,-8.80785,Macroom,Cork County Council,Munster,South-West,Town/Village
209,Aghaburren,Achadh Boireann,Cork,Republic of Ireland,P51,R510151,151080,115157,52.28638,-8.71760,Mallow,Cork County Council,Munster,South-West,Townland
210,Aghacarra,,Roscommon,Republic of Ireland,F52,G820092,182097,309265,54.03236,-8.27396,Boyle,Roscommon County Council,Connacht,West,Townland
211,Aghacarrible,Áth an Charbaill,Kerry,Republic of Ireland,V92,V507996,50712,99609,52.12867,-10.18078,Tralee,Kerry County Council,Munster,South-West,Townland
212,Aghacashel,,Cavan,Republic of Ireland,A82,N556896,255643,289607,53.85309,-7.15521,Kells,Cavan County Council,Ulster,Border,Townland
213,Aghacashel,Achadh an Chaisil,Leitrim,Republic of Ireland,N41,H042137,204218,313782,54.07323,-7.93632,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
214,Aghacashlaun,Achadh an Chaisleáin,Leitrim,Republic of Ireland,N41,H045103,204576,310399,54.04284,-7.93090,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
215,Aghaclay,Achadh Cléithe,Monaghan,Republic of Ireland,H18,H628255,262874,325573,54.17533,-7.03791,Monaghan,Monaghan County Council,Ulster,Border,Townland
216,Aghaclogha,Achadh Clochach,Monaghan,Republic of Ireland,H18,H639403,263998,340365,54.30806,-7.01755,Monaghan,Monaghan County Council,Ulster,Border,Townland
217,Aghacloghan,Áth an Chlocháin,Monaghan,Republic of Ireland,A81,H804089,280498,308902,54.02313,-6.77252,Carrickmacross,Monaghan County Council,Ulster,Border,Townland
218,Aghaclogher,,Roscommon,Republic of Ireland,F42,M948732,194823,273283,53.70938,-8.07914,Roscommon,Roscommon County Council,Connacht,West,Townland
219,Aghacocara,,Westmeath,Republic of Ireland,N37,N051412,205137,241258,53.42164,-7.92347,Athlone,Westmeath County Council,Leinster,Midland,Townland
220,Aghaconny,,Cavan,Republic of Ireland,H12,N410966,241044,296657,53.91777,-7.37610,Cavan,Cavan County Council,Ulster,Border,Townland
221,Aghacoora,Achadh Chumhra,Kerry,Republic of Ireland,V92,Q875263,87580,126314,52.37729,-9.65155,Tralee,Kerry County Council,Munster,South-West,Townland
222,Aghacordrinan,Achadh Corr an Draighneáin,Longford,Republic of Ireland,N39,N247859,224743,285989,53.82297,-7.62502,Longford,Longford County Council,Leinster,Midland,Townland
223,Aghacreevy,,Cavan,Republic of Ireland,A82,N427869,242726,286916,53.83013,-7.35185,Kells,Cavan County Council,Ulster,Border,Townland
224,Aghacross,Áth Cros,Cork,Republic of Ireland,P67,R726117,172605,111784,52.25756,-8.40191,Mitchelstown,Cork County Council,Munster,South-West,Townland
225,Aghacunna,Áth an Chonnaidh,Cork,Republic of Ireland,P12,W247698,124705,69808,51.87593,-9.09403,Macroom,Cork County Council,Munster,South-West,Townland
226,Aghacurreen,Achadh an Churraichín,Kerry,Republic of Ireland,V93,V933938,93381,93884,52.08712,-9.55619,Killarney,Kerry County Council,Munster,South-West,Townland
227,Aghacurreen,,Roscommon,Republic of Ireland,F45,M629898,162950,289829,53.85673,-8.56379,Castlerea,Roscommon County Council,Connacht,West,Townland
228,Aghada,Áth Fhada,Cork,Republic of Ireland,P25,W850650,185013,65031,51.83787,-8.21816,Midleton,Cork County Council,Munster,South-West,Townland
229,Aghada,Áth Fhada Íochtarach,Cork,Republic of Ireland,P25,W856649,185644,64931,51.83699,-8.20900,Midleton,Cork County Council,Munster,South-West,Town/Village
230,Aghadachor,,Donegal,Republic of Ireland,F92,C102332,210201,433271,55.14653,-7.84077,Letterkenny,Donegal County Council,Ulster,Border,Townland
231,Aghadaghly,,Donegal,Republic of Ireland,F92,C218391,221800,439128,55.19876,-7.65842,Letterkenny,Donegal County Council,Ulster,Border,Townland
232,Aghadangan,,Roscommon,Republic of Ireland,F42,M951775,195197,277532,53.74756,-8.07354,Roscommon,Roscommon County Council,Connacht,West,Townland
233,Aghadark,Achadh Dearc,Leitrim,Republic of Ireland,N41,H121115,212183,311532,54.05289,-7.81472,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
234,Aghadaugh,,Westmeath,Republic of Ireland,N91,N517554,251756,255486,53.54695,-7.21996,Mullingar,Westmeath County Council,Leinster,Midland,Townland
235,Aghade,Áth Fhád,Carlow,Republic of Ireland,R93,S843693,284354,169328,52.76877,-6.75098,Carlow,Carlow County Council,Leinster,South-East,Townland
236,Aghadegnan,Achadh Duígeanáin,Longford,Republic of Ireland,N39,N128769,212807,276921,53.74193,-7.80665,Longford,Longford County Council,Leinster,Midland,Townland
237,Aghaderrard East,Achadh an Doire Aird Thoir,Leitrim,Republic of Ireland,F91,G848527,184864,352736,54.42297,-8.23392,Sligo,Leitrim County Council,Connacht,Border,Townland
238,Aghaderrard West,Achadh an Doire Aird Thiar,Leitrim,Republic of Ireland,F91,G846533,184658,353397,54.42890,-8.23713,Sligo,Leitrim County Council,Connacht,Border,Townland
239,Aghaderry,Achadh Doire,Monaghan,Republic of Ireland,H18,H658511,265835,351146,54.40466,-6.98696,Monaghan,Monaghan County Council,Ulster,Border,Townland
240,Aghaderry,Achadh an Doire,Roscommon,Republic of Ireland,F45,M625881,162503,288140,53.84153,-8.57038,Castlerea,Roscommon County Council,Connacht,West,Townland
241,Aghadiffin,Achadh Dhuifín,Mayo,Republic of Ireland,F35,M527910,152712,291008,53.86649,-8.71955,Ballyhaunis,Mayo County Council,Connacht,West,Townland
242,Aghadoe,Achadh Fhada,Cork,Republic of Ireland,P36,W999775,199978,77598,51.95102,-8.00105,Youghal,Cork County Council,Munster,South-West,Townland
243,Aghadonagh,Achadh Dhonncha,Longford,Republic of Ireland,N39,N265715,226585,271510,53.69280,-7.59831,Longford,Longford County Council,Leinster,Midland,Townland
244,Aghadonagh,Achadh Donncha,Offaly,Republic of Ireland,R35,N251263,225177,226393,53.28750,-7.62324,Tullamore,Offaly County Council,Leinster,Midland,Townland
245,Aghadooey Glebe,Achadh Dumhaí,Mayo,Republic of Ireland,F28,L967953,96793,295374,53.89760,-9.57076,Westport,Mayo County Council,Connacht,West,Townland
246,Aghadoon,,Cavan,Republic of Ireland,A82,N444959,244415,295942,53.91107,-7.32489,Kells,Cavan County Council,Ulster,Border,Townland
247,Aghadoon,Achadh Dúin,Mayo,Republic of Ireland,F26,F677379,67733,337940,54.27318,-10.03113,Ballina,Mayo County Council,Connacht,West,Townland
248,Aghadouglas,Achadh Dúghlas,Offaly,Republic of Ireland,R42,S105936,210530,193614,52.99348,-7.84393,Birr,Offaly County Council,Leinster,Midland,Townland
249,Aghadowey,,Donegal,Republic of Ireland,F94,G964708,196495,370877,54.58616,-8.05497,Donegal,Donegal County Council,Ulster,Border,Townland
250,Aghadown,Achadh Dúin,Cork,Republic of Ireland,P81,W046330,104604,33036,51.54246,-9.37577,Skibbereen,Cork County Council,Munster,South-West,Townland
251,Aghadown,Achadh Dúin,Cork,Republic of Ireland,P81,W036350,103624,35073,51.56059,-9.39044,Skibbereen,Cork County Council,Munster,South-West,Town/Village
252,Aghadowry,Achadh Dúire,Longford,Republic of Ireland,N39,N214875,221486,287580,53.83740,-7.67436,Longford,Longford County Council,Leinster,Midland,Townland
253,Aghadreen,,Laois,Republic of Ireland,R14,S552845,255258,184516,52.90898,-7.17942,Athy,Laois County Council,Leinster,Midland,Townland
254,Aghadreenagh,Achadh Draighneach,Cavan,Republic of Ireland,H14,H452142,245215,314287,54.07580,-7.30999,Belturbet,Cavan County Council,Ulster,Border,Townland
255,Aghadreenagh,,Cavan,Republic of Ireland,H12,N426968,242606,296860,53.91947,-7.35229,Cavan,Cavan County Council,Ulster,Border,Townland
256,Aghadreenan,,Donegal,Republic of Ireland,F92,C218378,221806,437857,55.18734,-7.65842,Letterkenny,Donegal County Council,Ulster,Border,Townland
257,Aghadreenan,Achadh Draighneach,Monaghan,Republic of Ireland,A75,H841149,284161,314938,54.07677,-6.71498,Castleblayney,Monaghan County Council,Ulster,Border,Townland
258,Aghadrestan,,Roscommon,Republic of Ireland,F45,M615895,161534,289597,53.85454,-8.58528,Castlerea,Roscommon County Council,Connacht,West,Townland
259,Aghadrinagh,,Mayo,Republic of Ireland,F23,M139878,113975,287855,53.83320,-9.30735,Castlebar,Mayo County Council,Connacht,West,Townland
260,Aghadrumcarn,Achadh Droma Cairn,Leitrim,Republic of Ireland,N41,H078004,207890,300481,53.95370,-7.88055,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
261,Aghadrumcru,Achadh Dhroim Cruabhair,Monaghan,Republic of Ireland,H18,H646510,264658,351031,54.40378,-7.00510,Monaghan,Monaghan County Council,Ulster,Border,Townland
262,Aghadrumderg,Achadh Droma Deirg,Leitrim,Republic of Ireland,N41,N095968,209554,296822,53.92079,-7.85533,Carrick-On-Shannon,Leitrim County Council,Connacht,Border,Townland
263,Aghadrumdoney,Achadh Dhroim Domhnaigh,Monaghan,Republic of Ireland,H23,H468184,246855,318432,54.11290,-7.28431,Clones,Monaghan County Council,Ulster,Border,Townland
264,Aghadrumgowna,,Cavan,Republic of Ireland,H16,H532067,253263,306788,54.00767,-7.18838,Cootehill,Cavan County Council,Ulster,Border,Townland
265,Aghadrumgullin,,Cavan,Republic of Ireland,H12,H413099,241338,309987,54.03750,-7.36982,Cavan,Cavan County Council,Ulster,Border,Townland
266,Aghadruminshin,Achadh Droma Uinseann,Leitrim,Republic of Ireland,H12,H194034,219436,303460,53.98015,-7.70451,Cavan,Leitrim County Council,Connacht,Border,Townland
267,Aghadrumkeen,Achadh Droma Chaoin,Monaghan,Republic of Ireland,H18,H615225,261538,322545,54.14830,-7.05899,Monaghan,Monaghan County Council,Ulster,Border,Townland
268,Aghadrumkeen,Achadh Droma Chaoin,Monaghan,Republic of Ireland,H18,H614225,261468,322525,54.14813,-7.06007,Monaghan,Monaghan County Council,Ulster,Border,Town/Village
269,Aghaduff,Achadh Dubh,Cork,Republic of Ireland,T56,W789787,178903,78724,51.96074,-8.30763,Cork - Watergrasshill,Cork County Council,Munster,South-West,Townland
270,Aghadunvane,Achadh Dúin Bhánaigh,Leitrim,Republic of Ireland,F91,G824531,182493,353182,54.42690,-8.27048,Sligo,Leitrim County Council,Connacht,Border,Townland
271,Aghafad,,Cavan,Republic of Ireland,A82,N420867,242041,286751,53.82870,-7.36227,Kells,Cavan County Council,Ulster,Border,Townland
272,Aghafad,Achadh Fada,Longford,Republic of Ireland,N39,N130736,213034,273697,53.71295,-7.80335,Longford,Longford County Council,Leinster,Midland,Townland
273,Aghafad,Achadh Fada,Monaghan,Republic of Ireland,A81,H882017,288202,301792,53.95802,-6.65707,Carrickmacross,Monaghan County Council,Ulster,Border,Townland
274,Aghafadda,Achadh Fada,Galway,Republic of Ireland,H53,M569364,156929,236439,53.37661,-8.64790,Ballinasloe,Galway County Council,Connacht,West,Townland
275,Aghafadda,Achadh Fada,Mayo,Republic of Ireland,F31,M167610,116718,261064,53.59301,-9.25850,Ballinrobe,Mayo County Council,Connacht,West,Townland
276,Aghafarnan,,Meath,Republic of Ireland,A82,N774926,277434,292661,53.87773,-6.82337,Kells,Meath County Council,Leinster,Mid-East,Townland
277,Aghafin,,Laois,Republic of Ireland,R32,S321907,232178,190787,52.96721,-7.52182,Portlaoise,Laois County Council,Leinster,Midland,Townland
278,Aghafin,Achadh Fionn,Longford,Republic of Ireland,N39,N267724,226776,272400,53.70079,-7.59534,Longford,Longford County Council,Leinster,Midland,Townland
279,Aghafin,Achadh Fionn,Monaghan,Republic of Ireland,H23,H526302,252648,330210,54.21814,-7.19368,Clones,Monaghan County Council,Ulster,Border,Townland
280,Aghafin,Achadh Fionn,Offaly,Republic of Ireland,N37,N112299,211243,229951,53.31996,-7.83204,Athlone,Offaly County Council,Leinster,Midland,Townland
281,Aghafin,Achadh Finn,Roscommon,Republic of Ireland,N41,G948124,194857,312469,54.06143,-8.07929,Carrick-On-Shannon,Roscommon County Council,Connacht,West,Townland
282,Aghafin,,Westmeath,Republic of Ireland,N39,N164514,216430,251449,53.51297,-7.75309,Longford,Westmeath County Council,Leinster,Midland,Townland
283,Aghafin,,Westmeath,Republic of Ireland,N37,N156377,215673,237778,53.39017,-7.76516,Athlone,Westmeath County Council,Leinster,Midland,Townland
284,Aghafore,Achadh Phóire,Cork,Republic of Ireland,P72,W444406,144456,40619,51.61593,-8.80261,Bandon,Cork County Council,Munster,South-West,Townland
285,Aghafoy,,Donegal,Republic of Ireland,F94,H096666,209650,366625,54.54787,-7.85162,Donegal,Donegal County Council,Ulster,Border,Townland
286,Aghafullim,,Kildare,Republic of Ireland,W91,N851354,285101,235411,53.36229,-6.72245,Naas,Kildare County Council,Leinster,Mid-East,Townland
287,Aghagad,,Roscommon,Republic of Ireland,F42,M772610,177267,261067,53.59915,-8.34410,Roscommon,Roscommon County Council,Connacht,West,Townland
288,Aghagad,,Sligo,Republic of Ireland,F91,G651486,165135,348681,54.38557,-8.53738,Sligo,Sligo County Council,Connacht,Border,Townland
